"gender" "admitted" "department"
"1030" "female" "no" "D"
"1031" "female" "no" "D"
"1032" "female" "no" "D"
"1033" "female" "no" "D"
"1034" "female" "no" "D"
"1035" "female" "no" "D"
"1036" "female" "no" "D"
"1037" "female" "no" "D"
"1038" "female" "no" "D"
"1039" "female" "no" "D"
"1040" "female" "no" "D"
"1041" "female" "no" "D"
"1042" "female" "no" "D"
"1043" "female" "no" "D"
"1044" "female" "no" "D"
"1045" "female" "no" "D"
"1046" "female" "no" "D"
"1047" "female" "no" "D"
"1048" "female" "no" "D"
"1049" "female" "no" "D"
"1050" "female" "no" "D"
"1051" "female" "no" "D"
"1052" "female" "no" "D"
"1053" "female" "no" "D"
"1054" "female" "no" "D"
"1055" "female" "no" "D"
"1056" "female" "no" "D"
"1057" "female" "no" "D"
"1058" "female" "no" "D"
"1059" "female" "no" "D"
"1060" "female" "no" "D"
"1061" "female" "no" "D"
"1062" "female" "no" "D"
"1063" "female" "no" "D"
"1064" "female" "no" "D"
"1065" "female" "no" "D"
"1066" "female" "no" "D"
"1067" "female" "no" "D"
"1068" "female" "no" "D"
"1069" "female" "no" "D"
"1070" "female" "no" "D"
"1071" "female" "no" "D"
"1072" "female" "no" "D"
"1073" "female" "no" "D"
"1074" "female" "no" "D"
"1075" "female" "no" "D"
"1076" "female" "no" "D"
"1077" "female" "no" "D"
"1078" "female" "no" "D"
"1079" "female" "no" "D"
"1080" "female" "no" "D"
"1081" "female" "no" "D"
"1082" "female" "no" "D"
"1083" "female" "no" "D"
"1084" "female" "no" "D"
"1085" "female" "no" "D"
"1086" "female" "no" "D"
"1087" "female" "no" "D"
"1088" "female" "no" "D"
"1089" "female" "no" "D"
"1090" "female" "no" "D"
"1091" "female" "no" "D"
"1092" "female" "no" "D"
"1093" "female" "no" "D"
"1094" "female" "no" "D"
"1095" "female" "no" "D"
"1096" "female" "no" "D"
"1097" "female" "no" "D"
"1098" "female" "no" "D"
"1099" "female" "no" "D"
"1100" "female" "no" "D"
"1101" "female" "no" "D"
"1102" "female" "no" "D"
"1103" "female" "no" "D"
"1104" "female" "no" "D"
"1105" "female" "no" "D"
"1106" "female" "no" "D"
"1107" "female" "no" "D"
"1108" "female" "no" "D"
"1109" "female" "no" "D"
"1110" "female" "no" "D"
"1111" "female" "no" "D"
"1112" "female" "no" "D"
"1113" "female" "no" "D"
"1114" "female" "no" "D"
"1115" "female" "no" "D"
"1116" "female" "no" "D"
"1117" "female" "no" "D"
"1118" "female" "no" "D"
"1119" "female" "no" "D"
"1120" "female" "no" "D"
"1121" "female" "no" "D"
"1122" "female" "no" "D"
"1123" "female" "no" "D"
"1124" "female" "no" "D"
"1125" "female" "no" "D"
"1126" "female" "no" "D"
"1127" "female" "no" "D"
"1128" "female" "no" "D"
"1129" "female" "no" "D"
"1130" "female" "no" "D"
"1131" "female" "no" "D"
"1132" "female" "no" "D"
"1133" "female" "no" "D"
"1134" "female" "no" "D"
"1135" "female" "no" "D"
"1136" "female" "no" "D"
"1137" "female" "no" "D"
"1138" "female" "no" "D"
"1139" "female" "no" "D"
"1140" "female" "no" "D"
"1141" "female" "no" "D"
"1142" "female" "no" "D"
"1143" "female" "no" "D"
"1144" "female" "no" "D"
"1145" "female" "no" "D"
"1146" "female" "no" "D"
"1147" "female" "no" "D"
"1148" "female" "no" "D"
"1149" "female" "no" "D"
"1150" "female" "no" "D"
"1151" "female" "no" "D"
"1152" "female" "no" "D"
"1153" "female" "no" "D"
"1154" "female" "no" "D"
"1155" "female" "no" "D"
"1156" "female" "no" "D"
"1157" "female" "no" "D"
"1158" "female" "no" "D"
"1159" "female" "no" "D"
"1160" "female" "no" "D"
"1161" "female" "no" "D"
"1162" "female" "no" "D"
"1163" "female" "no" "D"
"1164" "female" "no" "D"
"1165" "female" "no" "D"
"1166" "female" "no" "D"
"1167" "female" "no" "D"
"1168" "female" "no" "D"
"1169" "female" "no" "D"
"1170" "female" "no" "D"
"1171" "female" "no" "D"
"1172" "female" "no" "D"
"1173" "female" "no" "D"
"1174" "female" "no" "D"
"1175" "female" "no" "D"
"1176" "female" "no" "D"
"1177" "female" "no" "D"
"1178" "female" "no" "D"
"1179" "female" "no" "D"
"1180" "female" "no" "D"
"1181" "female" "no" "D"
"1182" "female" "no" "D"
"1183" "female" "no" "D"
"1184" "female" "no" "D"
"1185" "female" "no" "D"
"1186" "female" "no" "D"
"1187" "female" "no" "D"
"1188" "female" "no" "D"
"1189" "female" "no" "D"
"1190" "female" "no" "D"
"1191" "female" "no" "D"
"1192" "female" "no" "D"
"1193" "female" "no" "D"
"1194" "female" "no" "D"
"1195" "female" "no" "D"
"1196" "female" "no" "D"
"1197" "female" "no" "D"
"1198" "female" "no" "D"
"1199" "female" "no" "D"
"1200" "female" "no" "D"
"1201" "female" "no" "D"
"1202" "female" "no" "D"
"1203" "female" "no" "D"
"1204" "female" "no" "D"
"1205" "female" "no" "D"
"1206" "female" "no" "D"
"1207" "female" "no" "D"
"1208" "female" "no" "D"
"1209" "female" "no" "D"
"1210" "female" "no" "D"
"1211" "female" "no" "D"
"1212" "female" "no" "D"
"1213" "female" "no" "D"
"1214" "female" "no" "D"
"1215" "female" "no" "D"
"1216" "female" "no" "D"
"1217" "female" "no" "D"
"1218" "female" "no" "D"
"1219" "female" "no" "D"
"1220" "female" "no" "E"
"1221" "female" "no" "E"
"1222" "female" "no" "E"
"1223" "female" "no" "E"
"1224" "female" "no" "E"
"1225" "female" "no" "E"
"1226" "female" "no" "E"
"1227" "female" "no" "E"
"1228" "female" "no" "E"
"1229" "female" "no" "E"
"1230" "female" "no" "E"
"1231" "female" "no" "E"
"1232" "female" "no" "E"
"1233" "female" "no" "E"
"1234" "female" "no" "E"
"1235" "female" "no" "E"
"1236" "female" "no" "E"
"1237" "female" "no" "E"
"1238" "female" "no" "E"
"1239" "female" "no" "E"
"1240" "female" "no" "E"
"1241" "female" "no" "E"
"1242" "female" "no" "E"
"1243" "female" "no" "E"
"1244" "female" "no" "E"
"1245" "female" "no" "E"
"1246" "female" "no" "E"
"1247" "female" "no" "E"
"1248" "female" "no" "E"
"1249" "female" "no" "E"
"1250" "female" "no" "E"
"1251" "female" "no" "E"
"1252" "female" "no" "E"
"1253" "female" "no" "E"
"1254" "female" "no" "E"
"1255" "female" "no" "E"
"1256" "female" "no" "E"
"1257" "female" "no" "E"
"1258" "female" "no" "E"
"1259" "female" "no" "E"
"1260" "female" "no" "E"
"1261" "female" "no" "E"
"1262" "female" "no" "E"
"1263" "female" "no" "E"
"1264" "female" "no" "E"
"1265" "female" "no" "E"
"1266" "female" "no" "E"
"1267" "female" "no" "E"
"1268" "female" "no" "E"
"1269" "female" "no" "E"
"1270" "female" "no" "E"
"1271" "female" "no" "E"
"1272" "female" "no" "E"
"1273" "female" "no" "E"
"1274" "female" "no" "E"
"1275" "female" "no" "E"
"1276" "female" "no" "E"
"1277" "female" "no" "E"
"1278" "female" "no" "E"
"1279" "female" "no" "E"
"1280" "female" "no" "E"
"1281" "female" "no" "E"
"1282" "female" "no" "E"
"1283" "female" "no" "E"
"1284" "female" "no" "E"
"1285" "female" "no" "E"
"1286" "female" "no" "E"
"1287" "female" "no" "E"
"1288" "female" "no" "E"
"1289" "female" "no" "E"
"1290" "female" "no" "E"
"1291" "female" "no" "E"
"1292" "female" "no" "E"
"1293" "female" "no" "E"
"1294" "female" "no" "E"
"1295" "female" "no" "E"
"1296" "female" "no" "E"
"1297" "female" "no" "E"
"1298" "female" "no" "E"
"1299" "female" "no" "E"
"1300" "female" "no" "E"
"1301" "female" "no" "E"
"1302" "female" "no" "E"
"1303" "female" "no" "E"
"1304" "female" "no" "E"
"1305" "female" "no" "E"
"1306" "female" "no" "E"
"1307" "female" "no" "E"
"1308" "female" "no" "E"
"1309" "female" "no" "E"
"1310" "female" "no" "E"
"1311" "female" "no" "E"
"1312" "female" "no" "E"
"1313" "female" "no" "E"
"1314" "female" "no" "E"
"1315" "female" "no" "E"
"1316" "female" "no" "E"
"1317" "female" "no" "E"
"1318" "female" "no" "E"
"1319" "female" "no" "E"
"1320" "female" "no" "E"
"1321" "female" "no" "E"
"1322" "female" "no" "E"
"1323" "female" "no" "E"
"1324" "female" "no" "E"
"1325" "female" "no" "E"
"1326" "female" "no" "E"
"1327" "female" "no" "E"
"1328" "female" "no" "E"
"1329" "female" "no" "E"
"1330" "female" "no" "E"
"1331" "female" "no" "E"
"1332" "female" "no" "E"
"1333" "female" "no" "E"
"1334" "female" "no" "E"
"1335" "female" "no" "E"
"1336" "female" "no" "E"
"1337" "female" "no" "E"
"1338" "female" "no" "E"
"1339" "female" "no" "E"
"1340" "female" "no" "E"
"1341" "female" "no" "E"
"1342" "female" "no" "E"
"1343" "female" "no" "E"
"1344" "female" "no" "E"
"1345" "female" "no" "E"
"1346" "female" "no" "E"
"1347" "female" "no" "E"
"1348" "female" "no" "E"
"1349" "female" "no" "E"
"1350" "female" "no" "E"
"1351" "female" "no" "E"
"1352" "female" "no" "E"
"1353" "female" "no" "E"
"1354" "female" "no" "E"
"1355" "female" "no" "E"
"1356" "female" "no" "E"
"1357" "female" "no" "E"
"1358" "female" "no" "E"
"1359" "female" "no" "E"
"1360" "female" "no" "E"
"1361" "female" "no" "E"
"1362" "female" "no" "E"
"1363" "female" "no" "E"
"1364" "female" "no" "E"
"1365" "female" "no" "E"
"1366" "female" "no" "E"
"1367" "female" "no" "E"
"1368" "female" "no" "E"
"1369" "female" "no" "E"
"1370" "female" "no" "E"
"1371" "female" "no" "E"
"1372" "female" "no" "E"
"1373" "female" "no" "E"
"1374" "female" "no" "E"
"1375" "female" "no" "E"
"1376" "female" "no" "E"
"1377" "female" "no" "E"
"1378" "female" "no" "E"
"1379" "female" "no" "E"
"1380" "female" "no" "E"
"1381" "female" "no" "E"
"1382" "female" "no" "E"
"1383" "female" "no" "E"
"1384" "female" "no" "E"
"1385" "female" "no" "E"
"1386" "female" "no" "E"
"1387" "female" "no" "E"
"1388" "female" "no" "E"
"1389" "female" "no" "E"
"1390" "female" "no" "E"
"1391" "female" "no" "E"
"1392" "female" "no" "E"
"1393" "female" "no" "E"
"1394" "female" "no" "E"
"1395" "female" "no" "E"
"1396" "female" "no" "E"
"1397" "female" "no" "E"
"1398" "female" "no" "E"
"1399" "female" "no" "E"
"1400" "female" "no" "E"
"1401" "female" "no" "E"
"1402" "female" "no" "E"
"1403" "female" "no" "E"
"1404" "female" "no" "E"
"1405" "female" "no" "E"
"1406" "female" "no" "E"
"1407" "female" "no" "E"
"1408" "female" "no" "E"
"1409" "female" "no" "E"
"1410" "female" "no" "E"
"1411" "female" "no" "E"
"1412" "female" "no" "E"
"1413" "female" "no" "E"
"1414" "female" "no" "E"
"1415" "female" "no" "E"
"1416" "female" "no" "E"
"1417" "female" "no" "E"
"1418" "female" "no" "E"
"1419" "female" "no" "E"
"1420" "female" "no" "E"
"1421" "female" "no" "E"
"1422" "female" "no" "E"
"1423" "female" "no" "E"
"1424" "female" "no" "E"
"1425" "female" "no" "E"
"1426" "female" "no" "E"
"1427" "female" "no" "E"
"1428" "female" "no" "E"
"1429" "female" "no" "E"
"1430" "female" "no" "E"
"1431" "female" "no" "E"
"1432" "female" "no" "E"
"1433" "female" "no" "E"
"1434" "female" "no" "E"
"1435" "female" "no" "E"
"1436" "female" "no" "E"
"1437" "female" "no" "E"
"1438" "female" "no" "E"
"1439" "female" "no" "E"
"1440" "female" "no" "E"
"1441" "female" "no" "E"
"1442" "female" "no" "E"
"1443" "female" "no" "E"
"1444" "female" "no" "E"
"1445" "female" "no" "E"
"1446" "female" "no" "E"
"1447" "female" "no" "E"
"1448" "female" "no" "E"
"1449" "female" "no" "E"
"1450" "female" "no" "E"
"1451" "female" "no" "E"
"1452" "female" "no" "E"
"1453" "female" "no" "E"
"1454" "female" "no" "E"
"1455" "female" "no" "E"
"1456" "female" "no" "E"
"1457" "female" "no" "E"
"1458" "female" "no" "E"
"1459" "female" "no" "E"
"1460" "female" "no" "E"
"1461" "female" "no" "E"
"1462" "female" "no" "E"
"1463" "female" "no" "E"
"1464" "female" "no" "E"
"1465" "female" "no" "E"
"1466" "female" "no" "E"
"1467" "female" "no" "E"
"1468" "female" "no" "E"
"1469" "female" "no" "E"
"1470" "female" "no" "E"
"1471" "female" "no" "E"
"1472" "female" "no" "E"
"1473" "female" "no" "E"
"1474" "female" "no" "E"
"1475" "female" "no" "E"
"1476" "female" "no" "E"
"1477" "female" "no" "E"
"1478" "female" "no" "E"
"1479" "female" "no" "E"
"1480" "female" "no" "E"
"1481" "female" "no" "E"
"1482" "female" "no" "E"
"1483" "female" "no" "E"
"1484" "female" "no" "E"
"1485" "female" "no" "E"
"1486" "female" "no" "E"
"1487" "female" "no" "E"
"1488" "female" "no" "E"
"1489" "female" "no" "E"
"1490" "female" "no" "E"
"1491" "female" "no" "E"
"1492" "female" "no" "E"
"1493" "female" "no" "E"
"1494" "female" "no" "E"
"1495" "female" "no" "E"
"1496" "female" "no" "E"
"1497" "female" "no" "E"
"1498" "female" "no" "E"
"1499" "female" "no" "E"
"1500" "female" "no" "E"
"1501" "female" "no" "E"
"1502" "female" "no" "E"
"1503" "female" "no" "E"
"1504" "female" "no" "E"
"1505" "female" "no" "E"
"1506" "female" "no" "E"
"1507" "female" "no" "E"
"1508" "female" "no" "E"
"1509" "female" "no" "E"
"1510" "female" "no" "E"
"1511" "female" "no" "E"
"1512" "female" "no" "E"
"1513" "female" "no" "E"
"1514" "female" "no" "E"
"1515" "female" "no" "E"
"1516" "female" "no" "E"
"1517" "female" "no" "E"
"1518" "female" "no" "E"
"1519" "female" "no" "F"
"1520" "female" "no" "F"
"1521" "female" "no" "F"
"1522" "female" "no" "F"
"1523" "female" "no" "F"
"1524" "female" "no" "F"
"1525" "female" "no" "F"
"1526" "female" "no" "F"
"1527" "female" "no" "F"
"1528" "female" "no" "F"
"1529" "female" "no" "F"
"1530" "female" "no" "F"
"1531" "female" "no" "F"
"1532" "female" "no" "F"
"1533" "female" "no" "F"
"1534" "female" "no" "F"
"1535" "female" "no" "F"
"1536" "female" "no" "F"
"1537" "female" "no" "F"
"1538" "female" "no" "F"
"1539" "female" "no" "F"
"1540" "female" "no" "F"
"1541" "female" "no" "F"
"1542" "female" "no" "F"
"1543" "female" "no" "F"
"1544" "female" "no" "F"
"1545" "female" "no" "F"
"1546" "female" "no" "F"
"1547" "female" "no" "F"
"1548" "female" "no" "F"
"1549" "female" "no" "F"
"1550" "female" "no" "F"
"1551" "female" "no" "F"
"1552" "female" "no" "F"
"1553" "female" "no" "F"
"1554" "female" "no" "F"
"1555" "female" "no" "F"
"1556" "female" "no" "F"
"1557" "female" "no" "F"
"1558" "female" "no" "F"
"1559" "female" "no" "F"
"1560" "female" "no" "F"
"1561" "female" "no" "F"
"1562" "female" "no" "F"
"1563" "female" "no" "F"
"1564" "female" "no" "F"
"1565" "female" "no" "F"
"1566" "female" "no" "F"
"1567" "female" "no" "F"
"1568" "female" "no" "F"
"1569" "female" "no" "F"
"1570" "female" "no" "F"
"1571" "female" "no" "F"
"1572" "female" "no" "F"
"1573" "female" "no" "F"
"1574" "female" "no" "F"
"1575" "female" "no" "F"
"1576" "female" "no" "F"
"1577" "female" "no" "F"
"1578" "female" "no" "F"
"1579" "female" "no" "F"
"1580" "female" "no" "F"
"1581" "female" "no" "F"
"1582" "female" "no" "F"
"1583" "female" "no" "F"
"1584" "female" "no" "F"
"1585" "female" "no" "F"
"1586" "female" "no" "F"
"1587" "female" "no" "F"
"1588" "female" "no" "F"
"1589" "female" "no" "F"
"1590" "female" "no" "F"
"1591" "female" "no" "F"
"1592" "female" "no" "F"
"1593" "female" "no" "F"
"1594" "female" "no" "F"
"1595" "female" "no" "F"
"1596" "female" "no" "F"
"1597" "female" "no" "F"
"1598" "female" "no" "F"
"1599" "female" "no" "F"
"1600" "female" "no" "F"
"1601" "female" "no" "F"
"1602" "female" "no" "F"
"1603" "female" "no" "F"
"1604" "female" "no" "F"
"1605" "female" "no" "F"
"1606" "female" "no" "F"
"1607" "female" "no" "F"
"1608" "female" "no" "F"
"1609" "female" "no" "F"
"1610" "female" "no" "F"
"1611" "female" "no" "F"
"1612" "female" "no" "F"
"1613" "female" "no" "F"
"1614" "female" "no" "F"
"1615" "female" "no" "F"
"1616" "female" "no" "F"
"1617" "female" "no" "F"
"1618" "female" "no" "F"
"1619" "female" "no" "F"
"1620" "female" "no" "F"
"1621" "female" "no" "F"
"1622" "female" "no" "F"
"1623" "female" "no" "F"
"1624" "female" "no" "F"
"1625" "female" "no" "F"
"1626" "female" "no" "F"
"1627" "female" "no" "F"
"1628" "female" "no" "F"
"1629" "female" "no" "F"
"1630" "female" "no" "F"
"1631" "female" "no" "F"
"1632" "female" "no" "F"
"1633" "female" "no" "F"
"1634" "female" "no" "F"
"1635" "female" "no" "F"
"1636" "female" "no" "F"
"1637" "female" "no" "F"
"1638" "female" "no" "F"
"1639" "female" "no" "F"
"1640" "female" "no" "F"
"1641" "female" "no" "F"
"1642" "female" "no" "F"
"1643" "female" "no" "F"
"1644" "female" "no" "F"
"1645" "female" "no" "F"
"1646" "female" "no" "F"
"1647" "female" "no" "F"
"1648" "female" "no" "F"
"1649" "female" "no" "F"
"1650" "female" "no" "F"
"1651" "female" "no" "F"
"1652" "female" "no" "F"
"1653" "female" "no" "F"
"1654" "female" "no" "F"
"1655" "female" "no" "F"
"1656" "female" "no" "F"
"1657" "female" "no" "F"
"1658" "female" "no" "F"
"1659" "female" "no" "F"
"1660" "female" "no" "F"
"1661" "female" "no" "F"
"1662" "female" "no" "F"
"1663" "female" "no" "F"
"1664" "female" "no" "F"
"1665" "female" "no" "F"
"1666" "female" "no" "F"
"1667" "female" "no" "F"
"1668" "female" "no" "F"
"1669" "female" "no" "F"
"1670" "female" "no" "F"
"1671" "female" "no" "F"
"1672" "female" "no" "F"
"1673" "female" "no" "F"
"1674" "female" "no" "F"
"1675" "female" "no" "F"
"1676" "female" "no" "F"
"1677" "female" "no" "F"
"1678" "female" "no" "F"
"1679" "female" "no" "F"
"1680" "female" "no" "F"
"1681" "female" "no" "F"
"1682" "female" "no" "F"
"1683" "female" "no" "F"
"1684" "female" "no" "F"
"1685" "female" "no" "F"
"1686" "female" "no" "F"
"1687" "female" "no" "F"
"1688" "female" "no" "F"
"1689" "female" "no" "F"
"1690" "female" "no" "F"
"1691" "female" "no" "F"
"1692" "female" "no" "F"
"1693" "female" "no" "F"
"1694" "female" "no" "F"
"1695" "female" "no" "F"
"1696" "female" "no" "F"
"1697" "female" "no" "F"
"1698" "female" "no" "F"
"1699" "female" "no" "F"
"1700" "female" "no" "F"
"1701" "female" "no" "F"
"1702" "female" "no" "F"
"1703" "female" "no" "F"
"1704" "female" "no" "F"
"1705" "female" "no" "F"
"1706" "female" "no" "F"
"1707" "female" "no" "F"
"1708" "female" "no" "F"
"1709" "female" "no" "F"
"1710" "female" "no" "F"
"1711" "female" "no" "F"
"1712" "female" "no" "F"
"1713" "female" "no" "F"
"1714" "female" "no" "F"
"1715" "female" "no" "F"
"1716" "female" "no" "F"
"1717" "female" "no" "F"
"1718" "female" "no" "F"
"1719" "female" "no" "F"
"1720" "female" "no" "F"
"1721" "female" "no" "F"
"1722" "female" "no" "F"
"1723" "female" "no" "F"
"1724" "female" "no" "F"
"1725" "female" "no" "F"
"1726" "female" "no" "F"
"1727" "female" "no" "F"
"1728" "female" "no" "F"
"1729" "female" "no" "F"
"1730" "female" "no" "F"
"1731" "female" "no" "F"
"1732" "female" "no" "F"
"1733" "female" "no" "F"
"1734" "female" "no" "F"
"1735" "female" "no" "F"
"1736" "female" "no" "F"
"1737" "female" "no" "F"
"1738" "female" "no" "F"
"1739" "female" "no" "F"
"1740" "female" "no" "F"
"1741" "female" "no" "F"
"1742" "female" "no" "F"
"1743" "female" "no" "F"
"1744" "female" "no" "F"
"1745" "female" "no" "F"
"1746" "female" "no" "F"
"1747" "female" "no" "F"
"1748" "female" "no" "F"
"1749" "female" "no" "F"
"1750" "female" "no" "F"
"1751" "female" "no" "F"
"1752" "female" "no" "F"
"1753" "female" "no" "F"
"1754" "female" "no" "F"
"1755" "female" "no" "F"
"1756" "female" "no" "F"
"1757" "female" "no" "F"
"1758" "female" "no" "F"
"1759" "female" "no" "F"
"1760" "female" "no" "F"
"1761" "female" "no" "F"
"1762" "female" "no" "F"
"1763" "female" "no" "F"
"1764" "female" "no" "F"
"1765" "female" "no" "F"
"1766" "female" "no" "F"
"1767" "female" "no" "F"
"1768" "female" "no" "F"
"1769" "female" "no" "F"
"1770" "female" "no" "F"
"1771" "female" "no" "F"
"1772" "female" "no" "F"
"1773" "female" "no" "F"
"1774" "female" "no" "F"
"1775" "female" "no" "F"
"1776" "female" "no" "F"
"1777" "female" "no" "F"
"1778" "female" "no" "F"
"1779" "female" "no" "F"
"1780" "female" "no" "F"
"1781" "female" "no" "F"
"1782" "female" "no" "F"
"1783" "female" "no" "F"
"1784" "female" "no" "F"
"1785" "female" "no" "F"
"1786" "female" "no" "F"
"1787" "female" "no" "F"
"1788" "female" "no" "F"
"1789" "female" "no" "F"
"1790" "female" "no" "F"
"1791" "female" "no" "F"
"1792" "female" "no" "F"
"1793" "female" "no" "F"
"1794" "female" "no" "F"
"1795" "female" "no" "F"
"1796" "female" "no" "F"
"1797" "female" "no" "F"
"1798" "female" "no" "F"
"1799" "female" "no" "F"
"1800" "female" "no" "F"
"1801" "female" "no" "F"
"1802" "female" "no" "F"
"1803" "female" "no" "F"
"1804" "female" "no" "F"
"1805" "female" "no" "F"
"1806" "female" "no" "F"
"1807" "female" "no" "F"
"1808" "female" "no" "F"
"1809" "female" "no" "F"
"1810" "female" "no" "F"
"1811" "female" "no" "F"
"1812" "female" "no" "F"
"1813" "female" "no" "F"
"1814" "female" "no" "F"
"1815" "female" "no" "F"
"1816" "female" "no" "F"
"1817" "female" "no" "F"
"1818" "female" "no" "F"
"1819" "female" "no" "F"
"1820" "female" "no" "F"
"1821" "female" "no" "F"
"1822" "female" "no" "F"
"1823" "female" "no" "F"
"1824" "female" "no" "F"
"1825" "female" "no" "F"
"1826" "female" "no" "F"
"1827" "female" "no" "F"
"1828" "female" "no" "F"
"1829" "female" "no" "F"
"1830" "female" "no" "F"
"1831" "female" "no" "F"
"1832" "female" "no" "F"
"1833" "female" "no" "F"
"1834" "female" "no" "F"
"1835" "female" "no" "F"
"1836" "male" "yes" "A"
"1837" "male" "yes" "A"
"1838" "male" "yes" "A"
"1839" "male" "yes" "A"
"1840" "male" "yes" "A"
"1841" "male" "yes" "A"
"1842" "male" "yes" "A"
"1843" "male" "yes" "A"
"1844" "male" "yes" "A"
"1845" "male" "yes" "A"
"1846" "male" "yes" "A"
"1847" "male" "yes" "A"
"1848" "male" "yes" "A"
"1849" "male" "yes" "A"
"1850" "male" "yes" "A"
"1851" "male" "yes" "A"
"1852" "male" "yes" "A"
"1853" "male" "yes" "A"
"1854" "male" "yes" "A"
"1855" "male" "yes" "A"
"1856" "male" "yes" "A"
"1857" "male" "yes" "A"
"1858" "male" "yes" "A"
"1859" "male" "yes" "A"
"1860" "male" "yes" "A"
"1861" "male" "yes" "A"
"1862" "male" "yes" "A"
"1863" "male" "yes" "A"
"1864" "male" "yes" "A"
"1865" "male" "yes" "A"
"1866" "male" "yes" "A"
"1867" "male" "yes" "A"
"1868" "male" "yes" "A"
"1869" "male" "yes" "A"
"1870" "male" "yes" "A"
"1871" "male" "yes" "A"
"1872" "male" "yes" "A"
"1873" "male" "yes" "A"
"1874" "male" "yes" "A"
"1875" "male" "yes" "A"
"1876" "male" "yes" "A"
"1877" "male" "yes" "A"
"1878" "male" "yes" "A"
"1879" "male" "yes" "A"
"1880" "male" "yes" "A"
"1881" "male" "yes" "A"
"1882" "male" "yes" "A"
"1883" "male" "yes" "A"
"1884" "male" "yes" "A"
"1885" "male" "yes" "A"
"1886" "male" "yes" "A"
"1887" "male" "yes" "A"
"1888" "male" "yes" "A"
"1889" "male" "yes" "A"
"1890" "male" "yes" "A"
"1891" "male" "yes" "A"
"1892" "male" "yes" "A"
"1893" "male" "yes" "A"
"1894" "male" "yes" "A"
"1895" "male" "yes" "A"
"1896" "male" "yes" "A"
"1897" "male" "yes" "A"
"1898" "male" "yes" "A"
"1899" "male" "yes" "A"
"1900" "male" "yes" "A"
"1901" "male" "yes" "A"
"1902" "male" "yes" "A"
"1903" "male" "yes" "A"
"1904" "male" "yes" "A"
"1905" "male" "yes" "A"
"1906" "male" "yes" "A"
"1907" "male" "yes" "A"
"1908" "male" "yes" "A"
"1909" "male" "yes" "A"
"1910" "male" "yes" "A"
"1911" "male" "yes" "A"
"1912" "male" "yes" "A"
"1913" "male" "yes" "A"
"1914" "male" "yes" "A"
"1915" "male" "yes" "A"
"1916" "male" "yes" "A"
"1917" "male" "yes" "A"
"1918" "male" "yes" "A"
"1919" "male" "yes" "A"
"1920" "male" "yes" "A"
"1921" "male" "yes" "A"
"1922" "male" "yes" "A"
"1923" "male" "yes" "A"
"1924" "male" "yes" "A"
"1925" "male" "yes" "A"
"1926" "male" "yes" "A"
"1927" "male" "yes" "A"
"1928" "male" "yes" "A"
"1929" "male" "yes" "A"
"1930" "male" "yes" "A"
"1931" "male" "yes" "A"
"1932" "male" "yes" "A"
"1933" "male" "yes" "A"
"1934" "male" "yes" "A"
"1935" "male" "yes" "A"
"1936" "male" "yes" "A"
"1937" "male" "yes" "A"
"1938" "male" "yes" "A"
"1939" "male" "yes" "A"
"1940" "male" "yes" "A"
"1941" "male" "yes" "A"
"1942" "male" "yes" "A"
"1943" "male" "yes" "A"
"1944" "male" "yes" "A"
"1945" "male" "yes" "A"
"1946" "male" "yes" "A"
"1947" "male" "yes" "A"
"1948" "male" "yes" "A"
"1949" "male" "yes" "A"
"1950" "male" "yes" "A"
"1951" "male" "yes" "A"
"1952" "male" "yes" "A"
"1953" "male" "yes" "A"
"1954" "male" "yes" "A"
"1955" "male" "yes" "A"
"1956" "male" "yes" "A"
"1957" "male" "yes" "A"
"1958" "male" "yes" "A"
"1959" "male" "yes" "A"
"1960" "male" "yes" "A"
"1961" "male" "yes" "A"
"1962" "male" "yes" "A"
"1963" "male" "yes" "A"
"1964" "male" "yes" "A"
"1965" "male" "yes" "A"
"1966" "male" "yes" "A"
"1967" "male" "yes" "A"
"1968" "male" "yes" "A"
"1969" "male" "yes" "A"
"1970" "male" "yes" "A"
"1971" "male" "yes" "A"
"1972" "male" "yes" "A"
"1973" "male" "yes" "A"
"1974" "male" "yes" "A"
"1975" "male" "yes" "A"
"1976" "male" "yes" "A"
"1977" "male" "yes" "A"
"1978" "male" "yes" "A"
"1979" "male" "yes" "A"
"1980" "male" "yes" "A"
"1981" "male" "yes" "A"
"1982" "male" "yes" "A"
"1983" "male" "yes" "A"
"1984" "male" "yes" "A"
"1985" "male" "yes" "A"
"1986" "male" "yes" "A"
"1987" "male" "yes" "A"
"1988" "male" "yes" "A"
"1989" "male" "yes" "A"
"1990" "male" "yes" "A"
"1991" "male" "yes" "A"
"1992" "male" "yes" "A"
"1993" "male" "yes" "A"
"1994" "male" "yes" "A"
"1995" "male" "yes" "A"
"1996" "male" "yes" "A"
"1997" "male" "yes" "A"
"1998" "male" "yes" "A"
"1999" "male" "yes" "A"
"2000" "male" "yes" "A"
"2001" "male" "yes" "A"
"2002" "male" "yes" "A"
"2003" "male" "yes" "A"
"2004" "male" "yes" "A"
"2005" "male" "yes" "A"
"2006" "male" "yes" "A"
"2007" "male" "yes" "A"
"2008" "male" "yes" "A"
"2009" "male" "yes" "A"
"2010" "male" "yes" "A"
"2011" "male" "yes" "A"
"2012" "male" "yes" "A"
"2013" "male" "yes" "A"
"2014" "male" "yes" "A"
"2015" "male" "yes" "A"
